MedID,Nome Comercial,Subs,FF,Dosage,TAIM,NewFilename,timestamp,filenameclean
41316,Orencia,Abatacept,Pó para concentrado para solução para perfusão,250 mg,Bristol-Myers Squibb Pharma EEIG,OrenciaPó_para_concentrado_para_solução_para_perfusão250_mg.pdf,20240325171815,OrenciaPó_para_concentrado_para_solução_para_perfusão250_mg
637382,Verzenios,Abemaciclib,Comprimido revestido por película,100 mg,"Eli Lilly Nederland, B.V.",VerzeniosComprimido_revestido_por_película100_mg.pdf,20240325171815,VerzeniosComprimido_revestido_por_película100_mg
637383,Verzenios,Abemaciclib,Comprimido revestido por película,150 mg,"Eli Lilly Nederland, B.V.",VerzeniosComprimido_revestido_por_película150_mg.pdf,20240325171815,VerzeniosComprimido_revestido_por_película150_mg
637342,Verzenios,Abemaciclib,Comprimido revestido por película,50 mg,"Eli Lilly Nederland, B.V.",VerzeniosComprimido_revestido_por_película50_mg.pdf,20240325171815,VerzeniosComprimido_revestido_por_película50_mg
668084,Abiraterona Accord MG,Abiraterona,Comprimido revestido por película,500 mg,"Accord Healthcare, S.L.U.",Abiraterona_Accord_MGComprimido_revestido_por_película500_mg.pdf,20240325171815,Abiraterona_Accord_MGComprimido_revestido_por_película500_mg
648524,Abiraterona Bluepharma MG,Abiraterona,Comprimido revestido por película,500 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Abiraterona_Bluepharma_MGComprimido_revestido_por_película500_mg.pdf,20240325171815,Abiraterona_Bluepharma_MGComprimido_revestido_por_película500_mg
672144,Abiraterona Mylan,Abiraterona,Comprimido revestido por película,1000 mg,Mylan Ireland Ltd.,Abiraterona_MylanComprimido_revestido_por_película1000_mg.pdf,20240325171815,Abiraterona_MylanComprimido_revestido_por_película1000_mg
655084,Abiraterona Mylan MG,Abiraterona,Comprimido revestido por película,500 mg,Mylan Ireland Ltd.,Abiraterona_Mylan_MGComprimido_revestido_por_película500_mg,20240325171815,Abiraterona_Mylan_MGComprimido_revestido_por_película500_mg
650645,Abiraterona Sandoz MG,Abiraterona,Comprimido revestido por película,500 mg,"Sandoz Farmacêutica, Lda.",Abiraterona_Sandoz_MGComprimido_revestido_por_película500_mg.pdf,20240325171821,Abiraterona_Sandoz_MGComprimido_revestido_por_película500_mg
612462,Zytiga,Abiraterona,Comprimido revestido por película,500 mg,Janssen-Cilag International N.V.,ZytigaComprimido_revestido_por_película500_mg.pdf,20240325171821,ZytigaComprimido_revestido_por_película500_mg
680365,Cibinqo,Abrocitinib,Comprimido revestido por película,100 mg,Pfizer Europe MA EEIG,CibinqoComprimido_revestido_por_película100_mg.pdf,20240325171821,CibinqoComprimido_revestido_por_película100_mg
680444,Cibinqo,Abrocitinib,Comprimido revestido por película,200 mg,Pfizer Europe MA EEIG,CibinqoComprimido_revestido_por_película200_mg.pdf,20240325171821,CibinqoComprimido_revestido_por_película200_mg
660244,Cibinqo,Abrocitinib,Comprimido revestido por película,50 mg,Pfizer Europe MA EEIG,CibinqoComprimido_revestido_por_película50_mg.pdf,20240325171822,CibinqoComprimido_revestido_por_película50_mg
651304,Calquence,Acalabrutinib,Cápsula,100 mg,AstraZeneca AB,CalquenceCápsula100_mg.pdf,20240325171822,CalquenceCápsula100_mg
701584,Calquence,Acalabrutinib,Comprimido revestido por película,100 mg,AstraZeneca AB,CalquenceComprimido_revestido_por_película100_mg,20240325171822,CalquenceComprimido_revestido_por_película100_mg
1401,Campral,Acamprosato,Comprimido gastrorresistente,333 mg,Merck Santé S.A.S.,CampralComprimido_gastrorresistente333_mg.pdf,20240325171828,CampralComprimido_gastrorresistente333_mg
44725,Acarbose Bluepharma MG,Acarbose,Comprimido,100 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Acarbose_Bluepharma_MGComprimido100_mg.pdf,20240325171828,Acarbose_Bluepharma_MGComprimido100_mg
44724,Acarbose Bluepharma MG,Acarbose,Comprimido,50 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Acarbose_Bluepharma_MGComprimido50_mg.pdf,20240325171828,Acarbose_Bluepharma_MGComprimido50_mg
45432,Acarbose Establix MG,Acarbose,Comprimido,100 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Acarbose_Establix_MGComprimido100_mg.pdf,20240325171828,Acarbose_Establix_MGComprimido100_mg
45431,Acarbose Establix MG,Acarbose,Comprimido,50 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Acarbose_Establix_MGComprimido50_mg.pdf,20240325171828,Acarbose_Establix_MGComprimido50_mg
45428,Acarbose Farmoz MG,Acarbose,Comprimido,100 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Acarbose_Farmoz_MGComprimido100_mg.pdf,20240325171828,Acarbose_Farmoz_MGComprimido100_mg
45427,Acarbose Farmoz MG,Acarbose,Comprimido,50 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Acarbose_Farmoz_MGComprimido50_mg.pdf,20240325171828,Acarbose_Farmoz_MGComprimido50_mg
45790,Acarbose Generis MG,Acarbose,Comprimido,100 mg,"Generis Farmacêutica, S.A.",Acarbose_Generis_MGComprimido100_mg.pdf,20240325171828,Acarbose_Generis_MGComprimido100_mg
45789,Acarbose Generis MG,Acarbose,Comprimido,50 mg,"Generis Farmacêutica, S.A.",Acarbose_Generis_MGComprimido50_mg.pdf,20240325171828,Acarbose_Generis_MGComprimido50_mg
44267,Acarbose Mylan MG,Acarbose,Comprimido,100 mg,"Mylan, Lda.",Acarbose_Mylan_MGComprimido100_mg.pdf,20240325171828,Acarbose_Mylan_MGComprimido100_mg
44268,Acarbose Mylan MG,Acarbose,Comprimido,50 mg,"Mylan, Lda.",Acarbose_Mylan_MGComprimido50_mg.pdf,20240325171828,Acarbose_Mylan_MGComprimido50_mg
40339,Aceclofenac Alter 100 mg Comprimidos MG,Aceclofenac,Comprimido revestido por película,100 mg,"Alter, S.A.",Aceclofenac_Alter_100_mg_Comprimidos_MGComprimido_revestido_por_película100_mg.pdf,20240325171828,Aceclofenac_Alter_100_mg_Comprimidos_MGComprimido_revestido_por_película100_mg
40291,Aceclofenac Generis MG,Aceclofenac,Comprimido revestido por película,100 mg,"Generis Farmacêutica, S.A.",Aceclofenac_Generis_MGComprimido_revestido_por_película100_mg.pdf,20240325171829,Aceclofenac_Generis_MGComprimido_revestido_por_película100_mg
50594,Airtal,Aceclofenac,Comprimido revestido por película,100 mg,"Almirall, S.A",AirtalComprimido_revestido_por_película100_mg,20240325171829,AirtalComprimido_revestido_por_película100_mg
50595,Airtal,Aceclofenac,Pó para suspensão oral,100 mg,"Almirall, S.A",AirtalPó_para_suspensão_oral100_mg.pdf,20240325171833,AirtalPó_para_suspensão_oral100_mg
50593,Airtal Difucreme,Aceclofenac,Creme,15 mg/g,"Almirall, S.A",Airtal_DifucremeCreme15_mg_g.pdf,20240325171833,Airtal_DifucremeCreme15_mg_g
3625,Forticol,Aceglumato de deanol + Heptaminol,Solução oral,230 mg/10 ml + 180 mg/10 ml,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",ForticolSolução_oral230_mg_10_ml_+_180_mg_10_ml,20240325171833,ForticolSolução_oral230_mg_10_ml_+_180_mg_10_ml
7358,Rantudil,Acemetacina,Cápsula,60 mg,"Bial - Portela & Cª, S.A.",RantudilCápsula60_mg.pdf,20240325171833,RantudilCápsula60_mg
7360,Rantudil 90 Retard,Acemetacina,Cápsula de libertação prolongada,90 mg,"Bial - Portela & Cª, S.A.",Rantudil_90_RetardCápsula_de_libertação_prolongada90_mg.pdf,20240325171833,Rantudil_90_RetardCápsula_de_libertação_prolongada90_mg
668445,Acenocumarol Generis MG,Acenocumarol,Comprimido,4 mg,"Generis Farmacêutica, S.A.",Acenocumarol_Generis_MGComprimido4_mg.pdf,20240325171833,Acenocumarol_Generis_MGComprimido4_mg
7906,Sintrom,Acenocumarol,Comprimido,4 mg,Merus Labs Luxco II S.à.r.l.,SintromComprimido4_mg.pdf,20240325171833,SintromComprimido4_mg
140,Advantan,Aceponato de metilprednisolona,Creme,1 mg/g,Leo Pharma A/S,AdvantanCreme1_mg_g,20240325171833,AdvantanCreme1_mg_g
141,Advantan,Aceponato de metilprednisolona,Emulsão cutânea,1 mg/g,Leo Pharma A/S,AdvantanEmulsão_cutânea1_mg_g.pdf,20240325171837,AdvantanEmulsão_cutânea1_mg_g
142,Advantan,Aceponato de metilprednisolona,Pomada,1 mg/g,Leo Pharma A/S,AdvantanPomada1_mg_g,20240325171837,AdvantanPomada1_mg_g
44318,Osvaren,Acetato de cálcio + Carbonato de magnésio,Comprimido revestido por película,435 mg + 235 mg,Fresenius Medical Care Nephrologica Deutschland GmbH,OsvarenComprimido_revestido_por_película435_mg_+_235_mg.pdf,20240325171842,OsvarenComprimido_revestido_por_película435_mg_+_235_mg
646786,Acetato de Eslicarbazepina Alter MG,Acetato de eslicarbazepina,Comprimido,800 mg,"Alter, S.A.",Acetato_de_Eslicarbazepina_Alter_MGComprimido800_mg.pdf,20240325171842,Acetato_de_Eslicarbazepina_Alter_MGComprimido800_mg
647950,Acetato de Eslicarbazepina Bixcar MG,Acetato de eslicarbazepina,Comprimido,800 mg,"Alter, S.A.",Acetato_de_Eslicarbazepina_Bixcar_MGComprimido800_mg.pdf,20240325171842,Acetato_de_Eslicarbazepina_Bixcar_MGComprimido800_mg
640163,Acetato de Eslicarbazepina Mylan Pharma MG,Acetato de eslicarbazepina,Comprimido,800 mg,"Mylan, Lda.",Acetato_de_Eslicarbazepina_Mylan_Pharma_MGComprimido800_mg.pdf,20240325171842,Acetato_de_Eslicarbazepina_Mylan_Pharma_MGComprimido800_mg
659164,Acetato de eslicarbazepina Pentafarma MG,Acetato de eslicarbazepina,Comprimido,800 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Acetato_de_eslicarbazepina_Pentafarma_MGComprimido800_mg.pdf,20240325171842,Acetato_de_eslicarbazepina_Pentafarma_MGComprimido800_mg
645244,Acetato de eslicarbazepina Pharmakern MG,Acetato de eslicarbazepina,Comprimido,800 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Acetato_de_eslicarbazepina_Pharmakern_MGComprimido800_mg.pdf,20240325171842,Acetato_de_eslicarbazepina_Pharmakern_MGComprimido800_mg
671685,Escarpilo,Acetato de eslicarbazepina,Comprimido,1200 mg,"Neuraxpharm Spain, S.L.U.",EscarpiloComprimido1200_mg.pdf,20240325171842,EscarpiloComprimido1200_mg
650704,ESRAN MG,Acetato de eslicarbazepina,Comprimido,800 mg,Medochemie Ltd.,ESRAN_MGComprimido800_mg.pdf,20240325171842,ESRAN_MGComprimido800_mg
46607,Zebinix,Acetato de eslicarbazepina,Comprimido,800 mg,"Bial - Portela & Cª, S.A.",ZebinixComprimido800_mg.pdf,20240325171842,ZebinixComprimido800_mg
609922,Acetato de glatirâmero Mylan,Acetato de glatirâmero,Solução injetável em seringa pré-cheia,20 mg/1 ml,"Mylan, Lda.",Acetato_de_glatirâmero_MylanSolução_injetável_em_seringa_pré_cheia20_mg_1_ml.pdf,20240325171842,Acetato_de_glatirâmero_MylanSolução_injetável_em_seringa_pré_cheia20_mg_1_ml
631262,Clift,Acetato de glatirâmero,Solução injetável em seringa pré-cheia,40 mg/ml,"Mylan, Lda.",CliftSolução_injetável_em_seringa_pré_cheia40_mg_ml.pdf,20240325171842,CliftSolução_injetável_em_seringa_pré_cheia40_mg_ml
37219,Copaxone,Acetato de glatirâmero,Solução injetável,20 mg/1 ml,Teva GmbH,CopaxoneSolução_injetável20_mg_1_ml.pdf,20240325171842,CopaxoneSolução_injetável20_mg_1_ml
574961,Copaxone,Acetato de glatirâmero,Solução injetável em seringa pré-cheia,40 mg/ml,Teva GmbH,CopaxoneSolução_injetável_em_seringa_pré_cheia40_mg_ml.pdf,20240325171842,CopaxoneSolução_injetável_em_seringa_pré_cheia40_mg_ml
35943,Wilzin,Acetato de zinco,Cápsula,25 mg,Recordati Rare Diseases,WilzinCápsula25_mg.pdf,20240325171842,WilzinCápsula25_mg
35966,Wilzin,Acetato de zinco,Cápsula,50 mg,Recordati Rare Diseases,WilzinCápsula50_mg.pdf,20240325171842,WilzinCápsula50_mg
1444,Carbinib,Acetazolamida,Comprimido,250 mg,"Laboratório Edol - Produtos Farmacêuticos, S.A.",CarbinibComprimido250_mg.pdf,20240325171842,CarbinibComprimido250_mg
672024,Acetilcisteína Alter MG,Acetilcisteína,Comprimido efervescente,600 mg,"Alter, S.A.",Acetilcisteína_Alter_MGComprimido_efervescente600_mg.pdf,20240325171842,Acetilcisteína_Alter_MGComprimido_efervescente600_mg
611903,Acetilcisteína Azevedos MG,Acetilcisteína,Comprimido efervescente,600 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Acetilcisteína_Azevedos_MGComprimido_efervescente600_mg.pdf,20240325171843,Acetilcisteína_Azevedos_MGComprimido_efervescente600_mg
619803,Acetilcisteína Azevedos,Acetilcisteína,Solução oral,40 mg/ml,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Acetilcisteína_AzevedosSolução_oral40_mg_ml.pdf,20240325171843,Acetilcisteína_AzevedosSolução_oral40_mg_ml
579320,Acetilcisteína Bluepharma MG,Acetilcisteína,Comprimido efervescente,600 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Acetilcisteína_Bluepharma_MGComprimido_efervescente600_mg.pdf,20240325171843,Acetilcisteína_Bluepharma_MGComprimido_efervescente600_mg
45119,Acetilcisteína Liboran MG,Acetilcisteína,Comprimido efervescente,600 mg,"Towa Pharmaceutical, S.A.",Acetilcisteína_Liboran_MGComprimido_efervescente600_mg.pdf,20240325171843,Acetilcisteína_Liboran_MGComprimido_efervescente600_mg
49103,Acetilcisteína Pharmakern MG,Acetilcisteína,Comprimido efervescente,600 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Acetilcisteína_Pharmakern_MGComprimido_efervescente600_mg.pdf,20240325171843,Acetilcisteína_Pharmakern_MGComprimido_efervescente600_mg
40084,Acetilcisteína Sandoz MG,Acetilcisteína,Comprimido efervescente,600 mg,"Sandoz Farmacêutica, Lda.",Acetilcisteína_Sandoz_MGComprimido_efervescente600_mg.pdf,20240325171843,Acetilcisteína_Sandoz_MGComprimido_efervescente600_mg
38804,Acetilcisteína Tussilene MG,Acetilcisteína,Comprimido efervescente,600 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Acetilcisteína_Tussilene_MGComprimido_efervescente600_mg.pdf,20240325171843,Acetilcisteína_Tussilene_MGComprimido_efervescente600_mg
631166,Acetilcisteína Tussilene,Acetilcisteína,Solução oral,40 mg/ml,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Acetilcisteína_TussileneSolução_oral40_mg_ml.pdf,20240325171843,Acetilcisteína_TussileneSolução_oral40_mg_ml
611485,Acetilcisteína Vitória,Acetilcisteína,Comprimido efervescente,600 mg,"Faes Farma Portugal, S.A.",Acetilcisteína_VitóriaComprimido_efervescente600_mg.pdf,20240325171843,Acetilcisteína_VitóriaComprimido_efervescente600_mg
579020,Bisolvon Efervescente MG,Acetilcisteína,Comprimido efervescente,600 mg,"Opella Healthcare Portugal, Unipessoal Lda",Bisolvon_Efervescente_MGComprimido_efervescente600_mg.pdf,20240325171843,Bisolvon_Efervescente_MGComprimido_efervescente600_mg
3548,Fluimucil,Acetilcisteína,Comprimido efervescente,600 mg,"Zambon - Produtos Farmacêuticos, Lda.",FluimucilComprimido_efervescente600_mg.pdf,20240325171843,FluimucilComprimido_efervescente600_mg
3550,Fluimucil,Acetilcisteína,Concentrado para solução para perfusão,200 mg/ml,"Zambon - Produtos Farmacêuticos, Lda.",FluimucilConcentrado_para_solução_para_perfusão200_mg_ml.pdf,20240325171843,FluimucilConcentrado_para_solução_para_perfusão200_mg_ml
3552,Fluimucil,Acetilcisteína,Granulado para solução oral,200 mg,"Zambon - Produtos Farmacêuticos, Lda.",FluimucilGranulado_para_solução_oral200_mg,20240325171843,FluimucilGranulado_para_solução_oral200_mg
3549,Fluimucil,Acetilcisteína,Solução injetável,300 mg/3 ml,"Zambon - Produtos Farmacêuticos, Lda.",FluimucilSolução_injetável300_mg_3_ml.pdf,20240325171847,FluimucilSolução_injetável300_mg_3_ml
30252,Fluimucil 2%,Acetilcisteína,Solução oral,20 mg/ml,"Zambon - Produtos Farmacêuticos, Lda.",Fluimucil_2%Solução_oral20_mg_ml.pdf,20240325171847,Fluimucil_2%Solução_oral20_mg_ml
36370,Fluimucil 4%,Acetilcisteína,Solução oral,40 mg/ml,"Zambon - Produtos Farmacêuticos, Lda.",Fluimucil_4%Solução_oral40_mg_ml.pdf,20240325171847,Fluimucil_4%Solução_oral40_mg_ml
621342,Fluprox MG,Acetilcisteína,Comprimido efervescente,600 mg,"Cuidafarma, Lda.",Fluprox_MGComprimido_efervescente600_mg.pdf,20240325171848,Fluprox_MGComprimido_efervescente600_mg
630743,Puldren MG,Acetilcisteína,Solução oral,20 mg/ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",Puldren_MGSolução_oral20_mg_ml.pdf,20240325171848,Puldren_MGSolução_oral20_mg_ml
630744,Puldren MG,Acetilcisteína,Solução oral,40 mg/ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",Puldren_MGSolução_oral40_mg_ml.pdf,20240325171848,Puldren_MGSolução_oral40_mg_ml
644544,Zentorant MG,Acetilcisteína,Comprimido efervescente,600 mg,"Zentiva Portugal, Lda.",Zentorant_MGComprimido_efervescente600_mg.pdf,20240325171848,Zentorant_MGComprimido_efervescente600_mg
9656,Acetilsalicilato de Lisina Labesfal 1800mg Pó e Solvente para Solução Injectável MG,Acetilsalicilato de lisina,Pó e solvente para solução injetável,1800 mg/5 ml,"Labesfal - Laboratórios Almiro, S.A.",Acetilsalicilato_de_Lisina_Labesfal_1800mg_Pó_e_Solvente_para_Solução_Injectável_MGPó_e_solvente_para_solução_injetável1800_mg_5_ml.pdf,20240325171848,Acetilsalicilato_de_Lisina_Labesfal_1800mg_Pó_e_Solvente_para_Solução_Injectável_MGPó_e_solvente_para_solução_injetável1800_mg_5_ml
30,Acetilsalicilato de Lisina Labesfal 900 mg Pó e Solvente para Solução Injectável MG,Acetilsalicilato de lisina,Pó e solvente para solução injetável,900 mg/5 ml,"Labesfal - Laboratórios Almiro, S.A.",Acetilsalicilato_de_Lisina_Labesfal_900_mg_Pó_e_Solvente_para_Solução_Injectável_MGPó_e_solvente_para_solução_injetável900_mg_5_ml.pdf,20240325171848,Acetilsalicilato_de_Lisina_Labesfal_900_mg_Pó_e_Solvente_para_Solução_Injectável_MGPó_e_solvente_para_solução_injetável900_mg_5_ml
628,Aspegic 100,Acetilsalicilato de lisina,Pó para solução oral,180 mg,"Opella Healthcare Portugal, Unipessoal Lda",Aspegic_100Pó_para_solução_oral180_mg.pdf,20240325171848,Aspegic_100Pó_para_solução_oral180_mg
629,Aspegic 1000,Acetilsalicilato de lisina,Pó para solução oral,1800 mg,"Opella Healthcare Portugal, Unipessoal Lda",Aspegic_1000Pó_para_solução_oral1800_mg.pdf,20240325171848,Aspegic_1000Pó_para_solução_oral1800_mg
623973,Ekzem,Acetonido de fluocinolona,"Gotas auriculares, solução em recipiente unidose",0.1 mg/0.4 ml,"Laboratorios Salvat, S.A.",EkzemGotas_auriculares__solução_em_recipiente_unidose0_1_mg_0_4_ml.pdf,20240325171848,EkzemGotas_auriculares__solução_em_recipiente_unidose0_1_mg_0_4_ml
52065,Iluvien,Acetonido de fluocinolona,Implante intravítreo em aplicador,190 µg,Alimera Sciences Europe Limited,IluvienImplante_intravítreo_em_aplicador190_µg.pdf,20240325171848,IluvienImplante_intravítreo_em_aplicador190_µg
8203,Synalar,Acetonido de fluocinolona,Creme,0.25 mg/g,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",SynalarCreme0_25_mg_g,20240325171848,SynalarCreme0_25_mg_g
631767,Cetraxal Duo,Acetonido de fluocinolona + Ciprofloxacina,"Gotas auriculares, solução",0.25 mg/ml + 3 mg/ml,"Laboratorios Salvat, S.A.",Cetraxal_DuoGotas_auriculares__solução0_25_mg_ml_+_3_mg_ml.pdf,20240325171848,Cetraxal_DuoGotas_auriculares__solução0_25_mg_ml_+_3_mg_ml
631768,Cetraxal Duo,Acetonido de fluocinolona + Ciprofloxacina,"Gotas auriculares, solução em recipiente unidose",Associação,"Laboratorios Salvat, S.A.",Cetraxal_DuoGotas_auriculares__solução_em_recipiente_unidoseAssociação.pdf,20240325171848,Cetraxal_DuoGotas_auriculares__solução_em_recipiente_unidoseAssociação
8206,Synalar Rectal,Acetonido de fluocinolona + Lidocaína + Subgalhato de bismuto,Pomada retal,Associação,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",Synalar_RectalPomada_retalAssociação.pdf,20240325171848,Synalar_RectalPomada_retalAssociação
8204,Synalar N,Acetonido de fluocinolona + Neomicina,Creme,3.5 mg + 0.25 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",Synalar_NCreme3_5_mg_+_0_25_mg,20240325171848,Synalar_NCreme3_5_mg_+_0_25_mg
6535,Oto-Synalar N,Acetonido de fluocinolona + Neomicina + Polimixina B,"Gotas auriculares, solução",Associação,"DAVI II - Farmacêutica, S.A.",Oto_Synalar_NGotas_auriculares__soluçãoAssociação,20240325171848,Oto_Synalar_NGotas_auriculares__soluçãoAssociação
37,Aciclosina,Aciclovir,Creme,50 mg/g,"Laboratórios Atral, S.A.",AciclosinaCreme50_mg_g.pdf,20240325171848,AciclosinaCreme50_mg_g
625102,Aciclovir Aurovitas MG,Aciclovir,Comprimido,200 mg,"Generis Farmacêutica, S.A.",Aciclovir_Aurovitas_MGComprimido200_mg.pdf,20240325171849,Aciclovir_Aurovitas_MGComprimido200_mg
625103,Aciclovir Aurovitas MG,Aciclovir,Comprimido,400 mg,"Generis Farmacêutica, S.A.",Aciclovir_Aurovitas_MGComprimido400_mg.pdf,20240325171849,Aciclovir_Aurovitas_MGComprimido400_mg
625104,Aciclovir Aurovitas MG,Aciclovir,Comprimido,800 mg,"Generis Farmacêutica, S.A.",Aciclovir_Aurovitas_MGComprimido800_mg.pdf,20240325171849,Aciclovir_Aurovitas_MGComprimido800_mg
594762,Aciclovir Bluepharma MG,Aciclovir,Creme,50 mg/g,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Aciclovir_Bluepharma_MGCreme50_mg_g.pdf,20240325171849,Aciclovir_Bluepharma_MGCreme50_mg_g
90,Aciclovir Ciclum MG,Aciclovir,Comprimido,200 mg,"Ciclum Farma Unipessoal, Lda.",Aciclovir_Ciclum_MGComprimido200_mg.pdf,20240325171854,Aciclovir_Ciclum_MGComprimido200_mg
92,Aciclovir Ciclum MG,Aciclovir,Comprimido,800 mg,"Ciclum Farma Unipessoal, Lda.",Aciclovir_Ciclum_MGComprimido800_mg.pdf,20240325171854,Aciclovir_Ciclum_MGComprimido800_mg
30521,Aciclovir Generis 200 mg Comprimidos MG,Aciclovir,Comprimido,200 mg,"Generis Farmacêutica, S.A.",Aciclovir_Generis_200_mg_Comprimidos_MGComprimido200_mg.pdf,20240325171854,Aciclovir_Generis_200_mg_Comprimidos_MGComprimido200_mg
